51.8236111;19.3105556;
51.7866667;19.4333333;
51.7983333;19.3930556;
52.1988889;21.0116667;
52.2541667;21.0527778;
52.2272222;21.0113889;
51.7516667;19.4186111;
52.4252778;20.7513889;
52.6091667;21.4427778;
52.6158333;20.3611111;
51.7944444;19.5075000;
51.8669444;19.4366667;
52.2397222;21.1375000;
52.1386111;20.8991667;
51.7286111;19.4647222;
51.7647222;19.4827778;
52.1658333;20.7977778;
51.6641667;19.3352778;
52.1322222;21.0113889;
52.2533333;21.2463889;
52.0494444;20.9675000;
52.4433333;20.9766667;
51.9877778;21.2166667;
52.1111111;21.2605556;
52.1166667;20.6719444;
51.9705556;21.4313889;
51.1336111;22.8677778;
51.4094444;21.1127778;
52.8913889;19.6497222;
51.7147222;19.4341667;
53.0955556;20.4202778;
52.3475000;21.2219444;
52.0341667;23.0688889;
53.0813889;21.5722222;
52.0769444;21.0866667;
52.7680556;23.1933333;
52.1758333;21.0677778;
51.1466667;23.4180556;
52.1850000;21.1877778;
52.2408333;21.3397222;
51.4211111;19.6850000;
52.0702778;20.4486111;
51.3475000;19.3763889;
53.1341667;23.1741667;
51.0777778;19.4308333;
51.6236111;21.9663889;
52.3327778;21.0047222;
51.7802778;19.4844444;
51.7736111;19.4055556;
51.9811111;20.1725000;
51.7013889;18.1672222;
52.0708333;17.5683333;
54.1486111;15.6366667;
53.7080556;16.7016667;
53.7188889;16.0641667;
54.2038889;16.2263889;
51.6625000;16.1233333;
51.3755556;16.1827778;
52.9019444;16.5927778;
52.4050000;16.8738889;
52.4591667;16.9052778;
52.4338889;16.9544444;
52.3372222;16.8919444;
52.5555556;17.6136111;
52.3833333;16.9525000;
52.1172222;16.9838889;
53.4750000;14.5438889;
53.3336111;14.6750000;
53.9036111;15.1902778;
50.2552778;16.8016667;
50.8636111;16.4741667;
51.3030556;17.0350000;
50.6538889;18.8572222;
50.8486111;18.8638889;
50.7730556;19.1455556;
50.2783333;19.1141667;
50.2672222;18.9552778;
50.3269444;19.0747222;
50.2569444;19.0975000;
50.3172222;18.5997222;
50.2958333;19.2036111;
50.3186111;19.0625000;
50.3944444;18.8925000;
50.3036111;18.7438889;
50.3008333;18.8413889;
50.3177778;18.6894444;
50.2680556;19.0116667;
50.3452778;19.0888889;
50.2597222;19.0213889;
50.3505556;18.8927778;
50.2877778;19.1266667;
50.3494444;18.8444444;
50.1005556;18.2030556;
50.3641667;18.7925000;
50.4791667;19.4280556;
50.1008333;19.0066667;
50.3241667;18.9266667;
50.2380556;19.1358333;
49.9494444;18.6130556;
50.2700000;19.0361111;
50.2733333;19.0538889;
50.2991667;18.7963889;
50.3208333;19.1152778;
50.2633333;18.9766667;
50.2725000;18.6986111;
50.2702778;18.9086111;
50.4508333;18.8444444;
50.2305556;18.9755556;
50.3055556;18.9511111;
50.2550000;18.9050000;
50.3194444;18.8561111;
50.2755556;19.1261111;
50.2927778;19.1766667;
50.3097222;18.6577778;
50.0588889;18.6163889;
50.2977778;18.6944444;
50.1347222;18.5236111;
50.1880556;19.1166667;
50.2955556;19.0061111;
50.0491667;19.9652778;
50.0502778;19.9016667;
50.0391667;19.9463889;
50.1047222;19.8825000;
50.0711111;19.9430556;
50.0741667;20.0194444;
50.0119444;19.9938889;
50.0872222;19.8955556;
50.0358333;19.9977778;
50.0650000;20.0116667;
49.9688889;19.7958333;
50.0022222;19.9908333;
49.9566667;20.0825000;
49.7561111;21.8127778;
49.7433333;21.4680556;
52.2277778;21.0188889;
49.6533333;19.9927778;
49.3080556;19.9363889;
49.4352778;20.7327778;
49.6777778;21.1833333;
50.8663889;17.4544444;
50.1986111;17.8283333;
50.3361111;18.1441667;
50.4780556;17.9658333;
50.6411111;17.6213889;
50.4744444;17.3283333;
50.6625000;17.9241667;
49.7736111;22.7658333;
49.9011111;22.4841667;
50.0502778;21.9858333;
49.8872222;21.7888889;
49.9844444;21.0141667;
50.0191667;19.8041667;
50.2711111;19.5791667;
53.1327778;18.0288889;
54.1791667;19.4255556;
54.5397222;18.4891667;
54.5163889;18.5327778;
54.5005556;18.5491667;
54.4986111;18.5091667;
54.3802778;18.5855556;
54.5450000;18.5347222;
54.6008333;18.3650000;
54.3877778;18.6244444;
54.3969444;18.5786111;
54.3561111;18.6502778;
54.4527778;18.4358333;
54.0466667;18.5422222;
53.7530556;20.5183333;
53.8666667;21.2983333;
54.4691667;17.0080556;
54.0205556;16.9775000;
54.0430556;21.7761111;
53.0105556;18.5913889;
54.3633333;18.4744444;
51.5477778;20.0450000;
52.8719444;20.5800000;
50.6841667;21.7447222;
51.1194444;20.8550000;
51.7480556;19.4708333;
53.1788889;18.5961111;
53.1694444;22.0333333;
51.1186111;20.8722222;
51.3875000;20.2586111;
52.2177778;21.0113889;
52.2905556;21.0444444;
52.2366667;21.0830556;
52.1869444;21.0472222;
52.2719444;20.9352778;
52.4033333;20.9302778;
52.2136111;21.1572222;
52.0772222;21.2686111;
52.2280556;20.9550000;
52.2416667;20.9944444;
52.1950000;20.8722222;
52.1697222;21.0047222;
52.3147222;21.1616667;
52.1575000;21.2022222;
52.1027778;20.6327778;
52.2833333;20.9577778;
52.2411111;21.2955556;
52.2591667;21.1619444;
52.3086111;20.9836111;
52.2108333;20.9708333;
52.2677778;21.0469444;
52.2591667;20.9641667;
52.1911111;21.0916667;
52.1994444;21.0444444;
52.1633333;20.9316667;
52.2975000;20.9086111;
52.2297222;20.9194444;
52.4361111;20.6266667;
52.3269444;21.0652778;
52.2658333;20.4622222;
51.9719444;20.8541667;
52.2255556;21.0366667;
52.2222222;21.0158333;
52.1980556;20.9586111;
52.2086111;21.0213889;
52.2497222;20.9819444;
52.2800000;20.9486111;
52.1944444;20.8994444;
52.3877778;20.7316667;
52.2977778;21.0325000;
52.1288889;21.2402778;
52.1561111;21.0194444;
52.1952778;21.0250000;
52.0325000;21.1211111;
52.1808333;20.8341667;
52.2366667;21.0116667;
52.2933333;20.9988889;
52.2522222;21.0844444;
52.2011111;21.0283333;
52.2752778;21.0280556;
52.1747222;21.0275000;
52.2300000;20.9941667;
52.1275000;20.6302778;
52.2697222;21.0722222;
52.0252778;21.0422222;
51.9891667;21.1875000;
52.3344444;21.1955556;
52.3533333;21.2516667;
50.6930556;22.9652778;
52.2030556;21.0005556;
52.4002778;20.5369444;
52.2147222;21.0436111;
52.0805556;20.6244444;
52.1061111;20.8097222;
53.0563889;21.6152778;
53.0066667;20.8638889;
52.2300000;21.0519444;
52.2458333;21.1055556;
52.1438889;20.7150000;
52.2594444;21.0305556;
52.2363889;20.9675000;
52.1947222;21.0011111;
52.2122222;20.9505556;
52.2341667;20.9922222;
52.3350000;20.9083333;
52.2983333;21.1594444;
49.8686111;21.3136111;
52.4016667;21.1694444;
52.1466667;21.0313889;
52.2075000;21.0841667;
52.2063889;21.0372222;
52.2441667;20.8822222;
52.4466667;20.6922222;
52.2511111;20.8991667;
52.4066667;17.0386111;
51.0897222;17.0077778;
53.0213889;18.6347222;
53.0191667;18.6086111;
53.9166667;14.2591667;
50.8766667;20.6316667;
50.4680556;20.7188889;
51.0488889;21.0944444;
51.7638889;19.4380556;
51.2641667;22.5597222;
52.2441667;20.9469444;
52.2102778;21.0413889;
53.0950000;17.9138889;
52.5516667;19.6730556;
52.1372222;21.0650000;
52.0805556;21.0166667;
52.2988889;21.1086111;
52.2069444;20.7980556;
52.1958333;20.9255556;
52.2377778;21.0330556;
52.2677778;20.9841667;
52.2500000;21.0658333;
52.1983333;20.6183333;
52.2422222;20.9452778;
52.2161111;21.2391667;
52.1897222;20.9797222;
52.3383333;21.1188889;
52.2922222;20.9386111;
52.2480556;21.0077778;
52.1661111;21.2933333;
52.2700000;20.9544444;
52.2336111;20.9402778;
52.2836111;21.0719444;
52.2272222;20.9694444;
52.2613889;20.9200000;
52.2386111;20.9811111;
52.1408333;21.0369444;
52.3058333;21.0822222;
53.8144444;21.9505556;
52.1563889;21.1244444;
52.1911111;20.8469444;
52.3405556;20.8691667;
52.5083333;21.0630556;
52.2308333;21.0655556;
52.2227778;20.9863889;
54.4700000;18.5075000;
54.4569444;18.5441667;
54.4058333;18.6052778;
54.3369444;18.6144444;
54.3566667;18.5913889;
54.3230556;18.6327778;
50.2422222;19.1138889;
50.0847222;19.9966667;
50.0269444;19.9344444;
49.8175000;19.0325000;
49.6269444;19.1347222;
49.6197222;18.8961111;
49.7302778;19.6105556;
50.2622222;18.9900000;
50.3286111;19.1611111;
50.2583333;19.0452778;
50.2861111;18.9302778;
50.3311111;19.2058333;
49.9366667;18.5966667;
50.3558333;18.9238889;
50.0930556;18.5669444;
